Title,Link,Views,Duration 
Pursuing your Masters in the US with 10 Lacs of savings || upGrad Abroad,https://www.youtube.com/watch?v=n6BwSCbtXHI,"1,331",78:46:00
"Know how AI and ML are taking over the world | ""No Stupid Questions"" Ep 4 | National Technology Day",https://www.youtube.com/watch?v=OZ1syqu7TXw,"1,009",2:46:00
Building a Career in Canada after MBA || upGrad Abroad,https://www.youtube.com/watch?v=vV8AIFZJO8Y,"1,165",61:30:00
Study Bachelors in Germany in under 10 Lakhs || upGrad Abroad,https://www.youtube.com/watch?v=C09aeJkRslA,"2,519",9:27
Study Bachelors in UK in under 25 Lakhs || upGrad Abroad,https://www.youtube.com/watch?v=7_wGjKJdaAI,883,62:34:00
Why did he choose to upskill with upGrad? | upGrad #shorts,https://www.youtube.com/watch?v=vrsHhx7V_1w,329,1:00:00
What after MBA in the USA? || upGrad Abroad,https://www.youtube.com/watch?v=ZQgaHp7_D5s,"1,417",1:17:00
Get into Top Universities with upGrad | #FFwithupGrad,https://www.youtube.com/watch?v=uC4MDslcaYk,"194,134",0:20
Fast Forward Your Career with Online MBA Programs | #FFwithupGrad,https://www.youtube.com/watch?v=vjcDYj-Yaus,"2,522,596",0:30
Studying Entrepreneurship in Canada with 50% Cost Savings || upGrad Abroad,https://www.youtube.com/watch?v=3LS0sW6xwZ4,"1,084",12:32
Jumpstart your engineering career in the US || upGrad Abroad,https://www.youtube.com/watch?v=eaXWQYG5mlY,978,14:06
Study Business & Computing at Top 1% Universities in the World || upGrad Abroad,https://www.youtube.com/watch?v=wiKWxB918aM,544,82:58:00
Fast Forward Your Career with Online MBA Programs #FFwithupGrad,https://www.youtube.com/watch?v=J_TkClMU7Vk,"743,482",0:20:00
Study Hospitality from Top 1% Universities in the World || upGrad Abroad,https://www.youtube.com/watch?v=8HTq0Rn6p38,"1,387",47:55:00
Your 101 Guide to SOP Writing || upGrad Abroad,https://www.youtube.com/watch?v=2PpEc9fd4c8,"3,845",22:49
Why study in Ireland? || upGrad Abroad,https://www.youtube.com/watch?v=NU_ooj4oq68,"1,043",1:50:00
Fast Forward Your Career with Online Courses from #upGrad,https://www.youtube.com/watch?v=tdeq2tQVWE0,"10,938,600",0:30:00
Why choose the US for your Higher-Ed? || upGrad Abroad,https://www.youtube.com/watch?v=r_-LQtACMkg,"1,691",15:01
How to pursue MBA in Germany in under 10 Lakhs? || upGrad Abroad,https://www.youtube.com/watch?v=fxtFU7vcAyA,"5,959",20:37
"Someone's Keeping an Eye | ""No Stupid Questions"" Ep 2 | AI & Machine Learning ft. Sanket Joshi",https://www.youtube.com/watch?v=wQ_uH3bcjLQ,"2,437",3:17:00
Project management at Clark University || upGrad Abroad,https://www.youtube.com/watch?v=XK7H_ZAALeg,"1,330",1:55:00
What is the difference between Data Analysts & Data Scientists?,https://www.youtube.com/watch?v=81eBDIxi-Lg,612,0:49
How to fill accommodation status in your German Visa process? || UpGrad Abroad,https://www.youtube.com/watch?v=M1AURklqLH0,361,2:40
How to study in Canada and Save 30Lacs | upGrad Abroad,https://www.youtube.com/watch?v=P7y4RAAcTL8,723,2:43
How difficult is it to get a Visa appointment with a German consulate? || UpGrad Abroad,https://www.youtube.com/watch?v=bTKEG1p8EAM,783,1:46
"Financing your Higher Ed Abroad: Education Loans, Scholarships & Fee Waivers",https://www.youtube.com/watch?v=GE9m5NlV9Ws,"1,539",72:13:00
All about the cost of studying in USA! || upGrad Abroad,https://www.youtube.com/watch?v=c-CMYEjeI5Q,"3,560",1:14
STEM Courses in the US || upGrad Abroad,https://www.youtube.com/watch?v=oIF3nXjNGiw,"1,097",1:41:00
"Koshish | Khud Ke Liye Epi 1 | upGrad | Tanmay Dhanania, Maya Sarao, Jihan Hodar",https://www.youtube.com/watch?v=-CuYCn6G_Mw,"549,698",19:08
"Is everything controlled by data? | ""No Stupid Questions"" Ep- 3 | Data Science ft. Sanket Joshi",https://www.youtube.com/watch?v=STna2vrspHw,836,3:31
Advantages of Studying Abroad || upGrad Abroad,https://www.youtube.com/watch?v=6UFIGu-vScA,"4,481",1:25
Germany vs Canada - Which is better for Study Abroad?,https://www.youtube.com/watch?v=pYkETFbmLnQ,"1,539",1:10
Building a Tech Career in the US,https://www.youtube.com/watch?v=RkfQO6JC9HM,570,1:40
Why study in Germany?,https://www.youtube.com/watch?v=RcbeLaV86sU,193,0:45
What are the university requirements for Indian students in Germany? || UpGrad Abroad,https://www.youtube.com/watch?v=8x1RfKkqicc,124,1:25:00
Top 9 reasons why you should study in Europe || upGrad Abroad,https://www.youtube.com/watch?v=7ghiDNGD0ZI,"1,926",2:36
"Sahas | Khud Ke Liye Ep 2 | upGrad | Alam Khan, Joy Sengupta, Shiwangi Peswani",https://www.youtube.com/watch?v=sLDeToI-22Y,"4,865,223",14:36
Why Study in Yeshiva University || upGrad Abroad,https://www.youtube.com/watch?v=pxdMbyg3ngk,"5,949",1:45
Indian MBA vs Foreign MBA || upGrad Abroad,https://www.youtube.com/watch?v=4X49jIGt29Q,"3,492",1:55
Fast Forward Your Career this Appraisal Season! #AssNahiAssetBano,https://www.youtube.com/watch?v=WJybhFRrJ5U,"6,089,367",0:30
Upgrade your BCA/BSc degree to an Engineering degree in France,https://www.youtube.com/watch?v=h1i5M17Zcxc,611,5:50
Why Study Abroad? | Reasons & Benefits | upGrad Abroad,https://www.youtube.com/watch?v=osLo1U8tTtQ,"4,052",1:42
Lost in Translation Ep. 1 | Blockchain Ft. Aakash Bansal,https://www.youtube.com/watch?v=FmY2w-TNRQM,"2,067",15:10:00
How to get a Canadian MBA in under 20 Lakhs?,https://www.youtube.com/watch?v=RXagsE8E09U,"1,382",23:45
Jumpstart your Biz career in the UK,https://www.youtube.com/watch?v=91PDBvjm-kc,326,2:41
Your Pathway to a STEM Career in the US,https://www.youtube.com/watch?v=xXZhagKpmRc,701,62:07:00
"Pehchaan | Khud Ke Liye Ep 3 | upGrad | Priya Bapat, Sharib Hashmi",https://www.youtube.com/watch?v=Htv2F3URPCE,"1,816,313",17:56:00
How was your experience with IU Germany?,https://www.youtube.com/watch?v=LQ9OFtxwXjY,"1,201",1:02:00
What course to take up for MS after pursuing Mechanical in Bachelors?,https://www.youtube.com/watch?v=Mx2mM0HwzRs,163,1:45
What job opportunities do IT /Computer Science graduates get in Germany?,https://www.youtube.com/watch?v=9ubOxqwfvCY,"1,265",1:36
New-Age Tech Careers in the US - AIML & Cybersecurity || upGrad Abroad,https://www.youtube.com/watch?v=cvIFFYFTYgM,"1,654",21:05
Khud Ke Liye - Trailer | Priya Bapat | Tanmay Dhanania | Alam Khan | Now Streaming,https://www.youtube.com/watch?v=HubwY9_NyuY,"654,335",1:16
"Day to Day life with Data | ""No Stupid Questions"" Ep 1 | Data Science ft. Sanket Joshi",https://www.youtube.com/watch?v=pyQ0Q1i-cpQ,"2,988",4:04:00
How are the career services at IU Germany?,https://www.youtube.com/watch?v=8y3kQ-rEqBE,623,2:19
What is the living cost and accomodation in Berlin?,https://www.youtube.com/watch?v=haPG9NVD480,273,2:09
How much can a student earn through Part Time jobs in Germany?,https://www.youtube.com/watch?v=nWBN5Uoiew0,470,1:14
What steps to follow to apply for a German Visa?,https://www.youtube.com/watch?v=1FFSjtS6B1o,948,9:04
How to find part-time jobs in Germany?,https://www.youtube.com/watch?v=YwrYohQSXQI,209,1:05
Shark Tank India | Mon-Fri 9pm | #upGradSharkTank,https://www.youtube.com/watch?v=epbIOmaSAfA,"9,894",0:30
Study Abroad in the US | Top Reasons and Benefits to study in the US | upGrad Abroad,https://www.youtube.com/watch?v=S5wCRL35TFE,"3,579",2:04
Convert your BCA/BSc degree to an Engineering degree in France,https://www.youtube.com/watch?v=VIo91dBBnd0,673,11:21
STEM Education & Careers in the US || upGrad Abroad,https://www.youtube.com/watch?v=-21iXGIv86g,"4,327",1:41
Lost in Translation Ep. 2 | Web3 Ft. Aakash Bansal,https://www.youtube.com/watch?v=Q2lx6vGUwb4,"1,620",10:18:00
Why study in Australia? | Top Reasons to Study in Australia || upGrad Abroad,https://www.youtube.com/watch?v=TtTL7765jQw,"3,379",1:58:00
Study MBA with Data Science in Canada,https://www.youtube.com/watch?v=pxMr5wXv4Gs,"1,312",21:00
What kind of German Visas are available? || upGrad Abroad,https://www.youtube.com/watch?v=RNX2WRi-BAs,444,1:41
Why Study in Germany? | Top Reasons and Benefits to study in Germany | upGrad Abroad,https://www.youtube.com/watch?v=7H_jknIuv8k,"1,748",1:54:00
Ask Me Anything: Masters & Careers in Germany || upGrad Abroad,https://www.youtube.com/watch?v=rW4XwMfdFaU,870,18:00
Study Bachelors in Australia with upGradAbroad,https://www.youtube.com/watch?v=t3FQWE_tbz8,661,2:44
What are the living costs in Germany ? || upGrad Abroad,https://www.youtube.com/watch?v=7X9AgOT32oE,598,1:04:00
Study at one of the UK's top Prestigious Business Schools,https://www.youtube.com/watch?v=5r5kxOV453I,348,13:42
upGrad x Shark Tank India x Bummer Ft. @TanmayBhatYT @kushakapila5643 @rohanjoshi8016  #lifelonglearning,https://www.youtube.com/watch?v=Er91fyewKLc,"172,167",8:50
MBA in Canada,https://www.youtube.com/watch?v=5aKiDuZkAlA,863,1:42:00
Study in Canada at 50% less cost,https://www.youtube.com/watch?v=cmpXNjfARdU,635,13:51
What is the interview process at German Embassy look like? || upGrad Abroad,https://www.youtube.com/watch?v=jwA3LhiiQoc,362,0:28
Fast forward your career in Canada with UCW || upGrad Abroad,https://www.youtube.com/watch?v=a59irAGwu9U,"1,122",61:20:00
Thinking of pursuing your higher education in Canada? || Study in Canada with upGrad Abroad,https://www.youtube.com/watch?v=rt2JsLavuKI,783,2:14
Is German Education system difficult? || upGrad Abroad,https://www.youtube.com/watch?v=RTnfoq5VKuU,624,0:49:00
Building a Tech Career in Germany,https://www.youtube.com/watch?v=EeVr94SNPkY,"1,283",5:20
Study in Australia's #1 Regional University,https://www.youtube.com/watch?v=ZZ8ju7nOFZs,438,5:38
upGrad x Shark Tank India x Nuutjob. Ft. @TanmayBhatYT @kushakapila5643 @rohanjoshi8016  #LifelongLearning,https://www.youtube.com/watch?v=ykoll75opEo,"153,788",11:08:00
upGrad x Shark Tank India x Get A Whey Ft.@TanmayBhatYT @kushakapila5643 @rohanjoshi8016  #lifelonglearning,https://www.youtube.com/watch?v=hfX-mgrtQ3o,"61,036",10:38:00
"Affordable Bachelor Degrees for Indians in US, Canada, and Australia || upGrad Abroad",https://www.youtube.com/watch?v=Qi2MRMm1ga8,"1,144",5:44
Pursue MBA or MIM with upGrad Abroad || Save upto Rs 20 lakhs! || upGrad Abroad,https://www.youtube.com/watch?v=nP5V8q10Cbw,"11,569",3:48
How important is the German language to survive in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=6ns3BZuCN4M,522,1:48:00
Your guide to success in Australia || upGrad Abroad,https://www.youtube.com/watch?v=xz_GBwtkmz8,"1,433",6:59
What & where to study in the UK/Canada? || upGrad Abroad,https://www.youtube.com/watch?v=6BC7E4QlcCg,"1,069",14:01
How to manage your finances in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=PI_FgxJQGOQ,"1,172",57:50:00
Why study in Canada? | Benefits and Reasons to study in Canada! | upGrad Abroad,https://www.youtube.com/watch?v=_HHQZxLdOrk,"2,758",1:58:00
Road Map to Your Dream College in the US || upGrad Abroad,https://www.youtube.com/watch?v=gju4HeaHyYk,348,71:52:00
Do public universities in Germany offer courses in English? || upGrad Abroad,https://www.youtube.com/watch?v=-5kW96tNX1Y,547,1:26
How to take admission at a Public University in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=4x1m_gfNjPA,488,1:51:00
Explore Career Opportunities in Germany || upGrad Abroad,https://www.youtube.com/watch?v=CduEtcDg8W4,"1,474",11:22
Master in Computer Science from Germany || Study Abroad with upGrad Abroad,https://www.youtube.com/watch?v=8ivA1w90smQ,"32,652",2:59
Study Masters in DS in Ireland in less than 12 Lakhs || upGrad Abroad,https://www.youtube.com/watch?v=7KRmnf-nVbA,890,57:37:00
Studying Masters in Germany in less than 10 Lakhs || upGrad Abroad,https://www.youtube.com/watch?v=SCARQi1yi-0,"6,165",8:11
Most Affordable Master’s Degree program in Germany || Study Abroad at low cost,https://www.youtube.com/watch?v=Y2Ip8f_1BWQ,"3,379,921",0:35:00
Most Affordable Study Abroad Data Science program || Masters in Germany,https://www.youtube.com/watch?v=XcDMlIDOXlg,"227,207",0:48:00
Higher Education : Choosing between India VS Abroad || upGrad Abroad,https://www.youtube.com/watch?v=QOdwMiqIuiQ,742,15:55
7 Tips to write an effective SOP || upGrad Abroad,https://www.youtube.com/watch?v=Cv0kOcoQw1M,"1,422",10:19
How to study Bachelors in the UK with savings of 30 Lakhs! || upGrad Abroad,https://www.youtube.com/watch?v=DdxrzEFL_4s,"1,549",55:50:00
Study in the USA which is home to the world’s esteemed international universities | upGrad Abroad,https://www.youtube.com/watch?v=z3Ir4F4dUAI,"1,229",2:28:00
Building Engineering Teams | Dhruv Mathur - Co-Founder LBB,https://www.youtube.com/watch?v=cDTFuz0IpC0,566,13:55:00
Get a degree in Computer Science || upGrad Abroad,https://www.youtube.com/watch?v=wiBMPZYZk-M,"2,206",1:26
How to study bachelor’s in Australia with Deakin University? || upGrad Abroad,https://www.youtube.com/watch?v=fcgbg2oor9U,625,1:45
Most Affordable MBA program || Masters in Germany in 7.5 Lakhs,https://www.youtube.com/watch?v=bv7yN5bgSYk,"172,463",0:39
How to Build a Brand | Raul Rai of Nicobar.com,https://www.youtube.com/watch?v=Bln4QOCZ1Qs,"1,668",18:06:00
How upGrad Abroad help to enhance your career in Data Science? || upGrad Abroad,https://www.youtube.com/watch?v=MHBDiGiq2_o,824,0:51
Explore Study Abroad opportunities with ROI || upGrad Abroad,https://www.youtube.com/watch?v=ETJnvnZHeZk,"1,494",5:31
Can anyone become a Data Scientist? || upGrad Abroad,https://www.youtube.com/watch?v=qrmC9zYDuo8,948,1:02
Career Opportunities in Canada || upGrad Abroad,https://www.youtube.com/watch?v=QVVHXn5FsUE,"1,013",68:30:00
Is German language a mandate to study in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=mUrtuzBNAvo,486,1:50
Master’s in Cyber Security from Germany | Most Affordable Study Abroad Program || upGrad Abroad,https://www.youtube.com/watch?v=-FAHPJAA7ZQ,"13,985",2:42:00
How was your experience of IIIT Bangalore Data Science program? || upGrad Abroad,https://www.youtube.com/watch?v=h75Wh-3-w74,"2,144",1:09
What is the difference between Data Analyst and Data Scientist? || upGrad Abroad,https://www.youtube.com/watch?v=CIpUjnC448E,557,0:49
What is the job scenario in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=L0OMreQ4zi4,787,1:21
Top Faculty with upGrad #FFwithupGrad,https://www.youtube.com/watch?v=6AjaVSjVfDc,"202,876",0:15
How is the work culture in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=g_J4Ou4yI4A,494,1:21
Is coding experience required to become a Data Scientist? || upGrad Abroad,https://www.youtube.com/watch?v=sEuCrOkkMjE,812,1:21
What is the difference in the work done by a Data Scientist in Germany vs India? || upGrad Abroad,https://www.youtube.com/watch?v=RTqvM2r-r24,367,1:09
Career Opportunities for Data Scientists in Germany? || upGrad Abroad,https://www.youtube.com/watch?v=t86beY7JG4g,"1,568",13:35
Peer to Peer Learning | #TeachersOfupGrad,https://www.youtube.com/watch?v=IUERpfFz-TY,"236,839",0:20
Why Should I Study Abroad? || upGrad Aborad,https://www.youtube.com/watch?v=iBE4sKZ9SkI,"1,179",66:38:00
What is the role of a Data Scientist? || upGrad Abroad,https://www.youtube.com/watch?v=mWnayL6gbcg,470,1:06
What is the difference between doing a Diploma & a Bachelors' degree in Canada? || upGrad Abroad,https://www.youtube.com/watch?v=U6NajQst3hY,422,2:37:00
What is the admission criteria for semester one in Canada? || upGrad Abroad,https://www.youtube.com/watch?v=TErKXa1KAw4,377,0:44
Difference between BCIS and BCA? || upGrad Abroad,https://www.youtube.com/watch?v=-wLZiQtnksE,443,1:28
How can a student apply for an internship while studying on-campus with upGrad? || upGrad Abroad,https://www.youtube.com/watch?v=Y0-NrQUH5GM,640,1:40
Scholarships to study in Australia || upGrad Abroad,https://www.youtube.com/watch?v=2SAIqsEIOdg,480,0:48
"Breaking into Future Opportunities : By Study Queensland, James Cook University and upGrad",https://www.youtube.com/watch?v=oIXxG7kZfrY,367,12:20
How does the Canadian education model works? || upGrad Abroad,https://www.youtube.com/watch?v=TEzZOsuxye4,347,2:28:00
Learner Support | #TeachersOfupGrad,https://www.youtube.com/watch?v=lyzi2jLcENI,"15,311",0:30:00
Career Coaching | #TeachersOfupGrad,https://www.youtube.com/watch?v=XVI8iGlrYko,"21,129",0:30
Bachelor’s from top Universities in Australia – Know how to enroll? || upGrad Abroad,https://www.youtube.com/watch?v=1D5CS3sCGfg,326,10:40
Master’s in Germany at half the cost. Know How? || upGrad Abroad,https://www.youtube.com/watch?v=KatKO85VpZM,"4,221",15:39
Why should you choose IU Germany for Master's Program || upGrad Abroad,https://www.youtube.com/watch?v=OhAANW9DvEQ,"1,454",1:17:00
Life of an International Business Student in Germany || upGrad Abroad,https://www.youtube.com/watch?v=ojesu0saK6c,"1,105",63:55:00
Modern Day Marketing | Nidhi Hola - Director Integrated Marketing at Microsoft,https://www.youtube.com/watch?v=lo0zLEu8hPQ,832,14:56
Survival Guide for a student in Germany || upGrad Aborad,https://www.youtube.com/watch?v=TZYwQM0kSC8,310,58:24:00
How to Build Your Career In Germany (Webinar 6),https://www.youtube.com/watch?v=eci0nhfek0Y,801,11:22
Career prospects in Germany (Suchismita Dutta Gupta Pal and Ankur Dhawan) || upGrad Abroad,https://www.youtube.com/watch?v=51UO40oivn4,488,60:39:00
"Career prospects in Germany (Apoorv Srivastava, Abhijeet Patil, and Ankur Dhawan) || upGrad Abroad",https://www.youtube.com/watch?v=oT56vER6q2Y,564,59:51:00
Study and build management career in Germany || upGrad Abroad,https://www.youtube.com/watch?v=4jR3yErxtVw,483,51:57:00
Seven effective steps to write your SOP || upGrad Abroad,https://www.youtube.com/watch?v=O5jbs3iqawU,585,63:29:00
Study Bachelor’s in Canada at 60% lesser Cost. Know How? || upGrad Abroad,https://www.youtube.com/watch?v=rXkDxP4g3hU,856,75:56:00
"Studying Abroad is Now Easier, Faster, Simpler | upGrad Abroad",https://www.youtube.com/watch?v=wKvc68EzMgw,"196,953",0:38:00
How to earn a Bachelor's in Canada and save 30L? || upGrad Abroad,https://www.youtube.com/watch?v=eTV7vSocvJY,959,50:43:00
Data Analyst vs Data Scientist | Which Is Right For You? | upGrad,https://www.youtube.com/watch?v=exbgtGzKCd8,"2,330",5:13
Average salary an IU University student || upGrad Abroad,https://www.youtube.com/watch?v=DMuPboq_jTs,"2,025",0:59:00
"What are the master’s degree option at IU University, Germany with upGrad Abroad?",https://www.youtube.com/watch?v=6qYktO3FTXQ,"2,023",2:16
"Performance of career support at IU University, Germany || upGrad Abroad",https://www.youtube.com/watch?v=6gEdNAwtTgU,465,1:47
"Career opportunities offered by IU University, Germany || upGrad Abroad",https://www.youtube.com/watch?v=jMhRiziadXE,"1,325",1:59
Why consider Germany for study abroad? || upGrad Abroad,https://www.youtube.com/watch?v=elzTWuKRCMM,"2,098",2:51
How is Germany as a destination for study abroad? || upGrad Abroad,https://www.youtube.com/watch?v=zq3ifKrKqvg,755,2:33
Study Bachelor's in Australia! || upGrad Abroad,https://www.youtube.com/watch?v=VkvKj27uWGQ,468,20:04
Swaaruup Gandewar | Learner Testimonial | upGrad,https://www.youtube.com/watch?v=xfukHL8nxr4,"2,092",1:46
Get an MS Degree from USA without going there! | upGrad,https://www.youtube.com/watch?v=ON_nW9QSO80,"152,268",0:20:00
Akshay Nandoskar | MBA Program Unboxing | upGrad,https://www.youtube.com/watch?v=Ng_ASj7FDnc,"5,314",3:10
Study Bachelor's in Australia during Covid,https://www.youtube.com/watch?v=HhBL3f7Y2fQ,507,10:38
How to study in US during COVID || upGrad Abroad,https://www.youtube.com/watch?v=Qcc0ZHjVWss,579,12:48
How to start your Study Abroad journey during Covid?,https://www.youtube.com/watch?v=oGz0J_pb5Tk,"1,788",65:42:00
Life of a Data Scientist in Germany,https://www.youtube.com/watch?v=DY8Kdkos9rw,"3,883",54:32:00
Basic Skills to Succeed in Life | Kartik Johari - VP of Nobel Hygiene,https://www.youtube.com/watch?v=ZPCvHXu-3Jo,"496,938",15:59:00
Visa to your Dreams and Abroad,https://www.youtube.com/watch?v=mxgx9oStxsU,688,55:19:00
Study Bachelors in Australia with upGradAbroad,https://www.youtube.com/watch?v=pZWJPZ9Mp7E,"47,858",2:49
How important is the German language to survive in Germany?,https://www.youtube.com/watch?v=CLtXHE8XPtI,624,53:02:00
Sheikh Junaid's Success Story | upGrad Learner Testimonial,https://www.youtube.com/watch?v=KQcFIksO2kM,"2,338",1:46
Modernising Traditional Businesses | Utkarsh Kawatra - Co-Founder at myHQ | upGrad Grassroots,https://www.youtube.com/watch?v=khClX0x_h7Y,"359,992",15:24:00
Adarsha M G's Success Story | upGrad Learner Testimonial,https://www.youtube.com/watch?v=LBQPsUvN6Ls,"2,269",2:02
Career Options after MA | upGrad,https://www.youtube.com/watch?v=9vOS9M9pGNs,"1,070",5:34
Work From Home Made Easy | 6 Productivity Hacks to Get Work Done | Megha Chawla,https://www.youtube.com/watch?v=LArq27oOsCs,"384,989",14:38
Shilpa's Success Story | upGrad Learner Testimonial,https://www.youtube.com/watch?v=Mmo4ZcPHjX0,"4,098",1:28
"Specialisation hai right, toh future hoga bright | ft. Donkey | upGrad",https://www.youtube.com/watch?v=NHyNGqwNchQ,"3,621,548",1:00
Things To Learn From Content Creators | Varun Duggirala | upGrad Grassroots,https://www.youtube.com/watch?v=r5oWtcovVUg,"453,239",13:30
How to Startup | Sustaining Success & Growth | Phalgun Kompalli,https://www.youtube.com/watch?v=ALHVKohkw4s,"341,061",9:59
Every Boss Ever | Honest Thoughts of a CEO | Ft. Atul Khatri,https://www.youtube.com/watch?v=1qDgwj7Az_Y,"540,119",5:26
"Specialisation hai right, toh future hoga bright | ft. Donkey | upGrad",https://www.youtube.com/watch?v=3o4Aoq4ezec,"18,489,407",0:30
5 Skills Every Entrepreneur Must Have | Ft. Viraj Sheth | upGrad Grassroots,https://www.youtube.com/watch?v=RmYTIk8ADRo,"859,097",5:21
Helpless Intern ki Kahani | A Day in the Life of an Intern | Ft. Karunesh Talwar | upGrad,https://www.youtube.com/watch?v=fMxPxfplXYg,"421,058",4:10
Master the Art of Communication | Tips to Improve Your Public Speaking | Siddharth Patankar,https://www.youtube.com/watch?v=0jcNpxYKi2Y,"422,430",9:39
Study Master's in Data Science at IU Germany,https://www.youtube.com/watch?v=hfmPDGuQeTw,"474,976",2:28
Thoughts before an interview | Ft. Prashasti Singh,https://www.youtube.com/watch?v=woFv-0wxuxc,"324,822",4:26
Top 9 Skills To Become a PPC Analyst | upGrad,https://www.youtube.com/watch?v=9gfUu-ka08I,"1,499",5:42
How To Become a Data Engineer | upGrad,https://www.youtube.com/watch?v=IK6qC-Eh5BA,"3,052",5:49
How To Improve Your Career Skills for a Better Job and Employability | upGrad,https://www.youtube.com/watch?v=AVWZx8fVywM,"1,777",4:23
Traditional VS. Influencer Marketing 04 | Future of Content Marketing | Viraj Sheth,https://www.youtube.com/watch?v=UIL-yWi3EGk,"149,679",7:47
Career Options for Science Students | upGrad,https://www.youtube.com/watch?v=0flj256iOmc,"5,773",6:15
Life of Every Sales Person | Honest Thoughts | Ft. Angad Singh Ranyal |upGrad,https://www.youtube.com/watch?v=AB0HOVK3Ek0,"884,186",5:06
Data Science Career Path | How to Become a Data Scientist in 2021? | #upGrad,https://www.youtube.com/watch?v=nXziing7QZs,"1,732",6:06
Is an MBA still worth it? | Work-Life Imbalance - Ft. Neville Shah,https://www.youtube.com/watch?v=Q0H6CORpbPk,"295,199",4:29
Best Career Options after BMM | upGrad,https://www.youtube.com/watch?v=krqP-G5nyeI,"3,478",8:57
"Data Science For Beginners | Career In Data Science - Imaad Khan, Data Scientist | #Grassroots",https://www.youtube.com/watch?v=B4hSMlPnFC0,"116,490",6:49
How to Choose Right Career? | upGrad,https://www.youtube.com/watch?v=g98HradlWyg,"1,600",4:40
How to Become a Successful Cybersecurity Engineer | upGrad,https://www.youtube.com/watch?v=vRZf0lZFtcA,"3,093",5:13
Top 8 Career Options in Finance | upGrad,https://www.youtube.com/watch?v=oxcJYISgcOI,"58,164",6:40
Why do MBA after B.Tech | upGrad,https://www.youtube.com/watch?v=PzaJlxvDaDg,"4,878",3:57
"5 Traits of Great Leaders | Leadership Qualities | Pallavi Singh, BMW India - upGrad Grassroots",https://www.youtube.com/watch?v=C_eWd-dlJfs,"196,910",8:41
Introduction to Python | Why Beginners Should Learn Python? | Ft. Imaad Khan | upGrad Grassroots,https://www.youtube.com/watch?v=nvCgk-y25K4,"365,641",6:07
Best Online MBA in India | upGrad,https://www.youtube.com/watch?v=apS8mGXM8kM,"11,872",8:22
Machine Learning Salary in India  | upGrad,https://www.youtube.com/watch?v=GUqeBzeMBaM,"14,451",6:58
Difference between Sum and SUMX Dax | Power Pivot | upGrad,https://www.youtube.com/watch?v=2kBscNLzHTw,410,11:34
How Perform Filter function in Power Pivot | Power Pivot | upGrad,https://www.youtube.com/watch?v=S23w1JRdG5Q,"3,068",11:00
Creating Calendar to Perform Time Intelligence | Power Pivot | upGrad,https://www.youtube.com/watch?v=qA4y4p-J-vQ,619,10:42
Create Hierarchy in Power Pivot | Power Pivot | upGrad,https://www.youtube.com/watch?v=Z-ohcXEkFmY,"13,695",11:42
Reasons to do MBA after B.com | upGrad,https://www.youtube.com/watch?v=LCJfyFN8OhQ,"4,534",5:01
Time is Money | 3 Tips to Master Your Time | Ft. Ankur Warikoo,https://www.youtube.com/watch?v=NTass19y_qI,"165,123",10:00
Data Mining Tutorial for Beginners | Advance Python Tutorial | upGrad,https://www.youtube.com/watch?v=x0JrcVcXpkg,"3,046",21:09
Every Manager Ever | Honest Employee Thoughts | Ft. Kumar Varun - upGrad Originals,https://www.youtube.com/watch?v=WospLRIg2Bg,"447,290",5:16
BERT Transformer & Embedding Understanding with Example | Deep Learning Tutorial | upGrad,https://www.youtube.com/watch?v=_QejEDB7GM8,"1,528",53:02:00
Introduction to Web Scrapping with Python | Advance Python Tutorial | upGrad,https://www.youtube.com/watch?v=aWBHgo_5xXc,715,5:46
Implicit and Explicit Functions in Power Pivot | Power Pivot | upGrad,https://www.youtube.com/watch?v=ZNAvvNZLjgM,265,11:03:00
Recurrent Neural Networks  | LSTM | Advantages and Problems of RNN | Deep Learning Tutorial | upGrad,https://www.youtube.com/watch?v=8Fwy7raYZwA,794,53:35:00
Convolutional Neural Networks | Covid Detection in Neural Network | Deep Learning Tutorial | upGrad,https://www.youtube.com/watch?v=KopqiRwmiA8,"1,361",0:01
Dax Functions in Power Pivot | IF and Related Functions | | Power Pivot | upGrad,https://www.youtube.com/watch?v=FyOL5ALJK7M,199,12:48:00
How to Grow your Youtube Channel | upGrad,https://www.youtube.com/watch?v=hHsXJMmqWjs,588,4:40:00
Difference between Relationship Data Model and Related Dax function | Power Pivot | upGrad,https://www.youtube.com/watch?v=yk-GqH64FiY,430,11:32
Career Options in Data Science | Data Science Career Path | upGrad,https://www.youtube.com/watch?v=l-lnN4gQG6E,"1,962",5:25
Normalising Data in Excel | Reduce the File Size | Power Pivot | upGrad,https://www.youtube.com/watch?v=pdxKA6JS6Xk,"1,303",12:54
What is Neural Networks | How Neural Network Work | Deep Learning Tutorial | upGrad,https://www.youtube.com/watch?v=8q9tMTf_igU,"1,073",3:54
Different ways to Create Relationship in Power Pivot | Power Pivot | upGrad,https://www.youtube.com/watch?v=DuTTSQrVPVQ,305,13:33
